3.30,45.30,49.00,52.70,49.00,37.00,3.00,54.00,24.00 
3.35,45.35,49.00,52.65,49.00,37.50,3.00,53.50,24.00 
3.40,45.40,49.00,52.60,49.00,38.00,3.00,53.00,24.00 
3.45,45.45,49.00,52.55,49.00,38.50,3.00,52.50,24.00 
3.50,45.50,49.00,52.50,49.00,39.00,3.00,52.00,24.00 
3.55,45.55,49.00,52.45,49.00,39.50,3.00,51.50,24.00 
3.60,45.60,49.00,52.40,49.00,40.00,3.00,51.00,24.00 
3.65,45.65,49.00,52.35,49.00,40.50,3.00,50.50,24.00 
3.70,45.70,49.00,52.30,49.00,41.00,3.00,50.00,24.00 
3.75,45.75,49.00,52.25,49.00,41.50,3.00,49.50,24.00 
3.80,45.80,49.00,52.20,49.00,42.00,3.00,49.00,24.00 
3.85,45.85,49.00,52.15,49.00,42.50,3.00,48.50,24.00 
3.90,45.90,49.00,52.10,49.00,43.00,3.00,48.00,24.00 
3.95,45.95,49.00,52.05,49.00,43.50,3.00,47.50,24.00 
4.00,46.00,49.00,52.05,49.00,44.00,3.00,47.00,24.00 
4.05,46.05,49.00,52.05,49.00,44.50,3.00,46.50,24.00 
4.10,46.10,49.00,52.05,49.00,45.00,3.00,46.00,24.00 
4.15,46.15,49.00,52.05,49.00,45.50,3.00,45.50,24.00 
4.20,46.20,49.00,52.05,49.00,46.00,3.00,45.00,24.00 
4.25,46.25,49.00,52.05,49.00,46.50,3.00,44.50,24.00 
4.30,46.30,49.00,52.05,49.00,47.00,3.00,44.00,24.00 
4.35,46.35,49.00,52.05,49.00,47.50,3.00,43.50,24.00 
4.40,46.40,49.00,52.05,49.00,48.00,3.00,43.00,24.00 
4.45,46.45,49.00,52.05,49.00,48.50,3.00,42.50,24.00 
4.50,46.50,49.00,52.05,49.00,49.00,3.00,42.00,24.00 
4.55,46.55,49.00,52.05,49.00,49.50,3.00,41.50,24.00 
4.60,46.60,49.00,52.05,49.00,50.00,3.00,41.00,24.00 
4.65,46.65,49.00,52.05,49.00,50.50,3.00,40.50,24.00 
4.70,46.70,49.00,52.05,49.00,51.00,3.00,40.00,24.00 
4.75,46.75,49.00,52.05,49.00,51.50,3.00,39.50,24.00 
4.80,46.80,49.00,52.05,49.00,52.00,3.00,39.00,24.00 
4.85,46.85,49.00,52.05,49.00,52.50,3.00,38.50,24.00 
4.90,46.90,49.00,52.05,49.00,53.00,3.00,38.00,24.00 
4.95,46.95,49.00,52.05,49.00,53.50,3.00,37.50,24.00 
5.00,47.00,49.00,52.05,49.00,54.00,3.00,37.00,24.00 
5.05,47.05,49.00,52.05,49.00,54.50,3.00,36.50,24.00 
5.10,47.10,49.00,52.05,49.00,55.00,3.00,36.00,24.00 
5.15,47.15,49.00,52.05,49.00,55.50,3.00,35.50,24.00 
5.20,47.20,49.00,52.05,49.00,56.00,3.00,35.00,24.00 
5.25,47.25,49.00,52.05,49.00,56.50,3.00,34.50,24.00 
5.30,47.30,49.00,52.05,49.00,57.00,3.00,34.00,24.00 
5.35,47.35,49.00,52.05,49.00,57.50,3.00,33.50,24.00 
5.40,47.40,49.00,52.05,49.00,58.00,3.00,33.00,24.00 
5.45,47.45,49.00,52.05,49.00,58.50,3.00,32.50,24.00 
5.50,47.50,49.00,52.05,49.00,59.00,3.00,32.00,24.00 
5.55,47.55,49.00,52.05,49.00,59.50,3.00,31.50,24.00 
5.60,47.60,49.00,52.05,49.00,60.00,3.00,31.00,24.00 
5.65,47.65,49.00,52.05,49.00,60.50,3.00,30.50,24.00 
5.70,47.70,49.00,52.05,49.00,61.00,3.00,30.00,24.00 
5.75,47.75,49.00,52.05,49.00,61.50,3.00,29.50,24.00 
5.80,47.80,49.00,52.05,49.00,62.00,3.00,29.00,24.00 
5.85,47.85,49.00,52.05,49.00,62.50,3.00,28.50,24.00 
5.90,47.90,49.00,52.05,49.00,63.00,3.00,28.00,24.00 
5.95,47.95,49.00,52.05,49.00,63.50,3.00,27.50,24.00 
6.00,48.00,49.00,52.05,49.00,64.00,3.00,27.00,24.00 
6.05,48.05,49.00,52.05,49.00,64.50,3.00,26.50,24.00 
6.10,48.10,49.00,52.05,49.00,65.00,3.00,26.00,24.00 
6.15,48.15,49.00,52.05,49.00,65.50,3.00,25.50,24.00 
6.20,48.20,49.00,52.05,49.00,66.00,3.00,25.00,24.00 
6.25,48.25,49.00,52.05,49.00,66.00,3.50,24.50,24.00 
6.30,48.30,49.00,52.05,49.00,66.00,4.00,24.00,24.00 
6.35,48.35,49.00,52.05,49.00,66.00,4.50,23.50,24.00 
6.40,48.40,49.00,52.05,49.00,66.00,5.00,23.00,24.00 
6.45,48.45,49.00,52.05,49.00,66.00,5.50,22.50,24.00 
6.50,48.50,49.00,52.05,49.00,66.00,6.00,22.00,24.00 
6.55,48.55,49.00,52.05,49.00,66.00,6.50,21.50,24.00 
6.60,48.60,49.00,52.05,49.00,66.00,7.00,21.00,24.00 
6.65,48.65,49.00,52.05,49.00,66.00,7.50,20.50,24.00 
6.70,48.70,49.00,52.05,49.00,66.00,8.00,20.00,24.00 
6.75,48.75,49.00,52.05,49.00,66.00,8.50,20.00,23.50 
6.80,48.80,49.00,52.05,49.00,66.00,9.00,20.00,23.00 
6.85,48.85,49.00,52.05,49.00,66.00,9.50,20.00,22.50 
6.90,48.90,49.00,52.05,49.00,66.00,10.00,20.00,22.00 
6.95,48.95,49.00,52.05,49.00,66.00,10.50,20.00,21.50 
7.00,49.00,49.00,52.05,49.00,66.00,11.00,20.00,21.00 
7.05,49.00,48.95,52.05,49.00,66.00,11.50,20.00,20.50 
7.10,49.00,48.90,52.05,49.00,66.00,12.00,20.00,20.00 
7.15,49.00,48.85,52.05,49.00,66.00,12.50,20.00,19.50 
7.20,49.00,48.80,52.05,49.00,66.00,13.00,20.00,19.00 
7.25,49.00,48.75,52.05,49.00,66.00,13.50,20.00,18.50 
7.30,49.00,48.70,52.05,49.00,66.00,14.00,20.00,18.00 
7.35,49.00,48.65,52.05,49.00,66.00,14.50,20.00,17.50 
7.40,49.00,48.60,52.05,49.00,66.00,15.00,20.00,17.00 
7.45,49.00,48.55,52.05,49.00,66.00,15.50,20.00,16.50 
7.50,49.00,48.50,52.05,49.00,66.00,16.00,20.00,16.00 
7.55,49.00,48.45,52.05,49.00,66.00,16.50,20.00,15.50 
7.60,49.00,48.40,52.05,49.00,66.00,17.00,20.00,15.00 
7.65,49.00,48.35,52.05,49.00,66.00,17.50,20.00,14.50 
7.70,49.00,48.30,52.05,49.00,66.00,18.00,20.00,14.00 
7.75,49.00,48.25,52.05,49.00,66.00,18.50,20.00,13.50 
7.80,49.00,48.20,52.05,49.00,66.00,19.00,20.00,13.00 
7.85,49.00,48.15,52.05,49.00,66.00,19.50,20.00,12.50 
7.90,49.00,48.10,52.05,49.00,66.00,20.00,20.00,12.00 
7.95,49.00,48.05,52.05,49.00,66.00,20.50,20.00,11.50 
8.00,49.00,48.00,52.05,49.00,66.00,21.00,20.00,11.00 
8.05,49.00,47.95,52.05,49.00,66.00,21.50,20.00,10.50 
8.10,49.00,47.90,52.05,49.00,66.00,22.00,20.00,10.00 
8.15,49.00,47.85,52.05,49.00,66.00,22.50,20.00,9.50 
8.20,49.00,47.80,52.05,49.00,66.00,23.00,20.00,9.00 
8.25,49.00,47.75,52.05,49.00,66.00,23.50,20.00,8.50 
8.30,49.00,47.70,52.05,49.00,66.00,24.00,20.00,8.00 
8.35,49.00,47.65,52.05,49.00,66.00,24.50,20.00,7.50 
8.40,49.00,47.60,52.05,49.00,66.00,25.00,20.00,7.00 
8.45,49.00,47.55,52.05,49.00,66.00,25.50,20.00,6.50 
8.50,49.00,47.50,52.05,49.00,66.00,26.00,20.00,6.00 
8.55,49.00,47.45,52.05,49.00,66.00,26.50,20.00,5.50 
8.60,49.00,47.40,52.05,49.00,66.00,27.00,20.00,5.00 
8.65,49.00,47.35,52.05,49.00,66.00,27.50,20.00,4.50 
8.70,49.00,47.30,52.05,49.00,66.00,28.00,20.00,4.00 
8.75,49.00,47.25,52.05,49.00,66.00,28.50,20.00,3.50 
8.80,49.00,47.20,52.05,49.00,66.00,29.00,20.00,3.00 
8.85,49.00,47.15,52.05,49.00,66.00,29.50,20.50,3.00 
8.90,49.00,47.10,52.05,49.00,66.00,30.00,21.00,3.00 
8.95,49.00,47.05,52.05,49.00,66.00,30.50,21.50,3.00 
9.00,49.00,47.00,52.05,49.00,66.00,31.00,22.00,3.00 
9.05,49.00,46.95,52.05,49.00,66.00,31.50,22.50,3.00 
9.10,49.00,46.90,52.05,49.00,66.00,32.00,23.00,3.00 
9.15,49.00,46.85,52.05,49.00,66.00,32.50,23.50,3.00 
9.20,49.00,46.80,52.05,49.00,66.00,33.00,24.00,3.00 
9.25,49.00,46.75,52.05,49.00,66.00,33.50,24.50,3.00 
9.30,49.00,46.70,52.05,49.00,66.00,34.00,25.00,3.00 
9.35,49.00,46.65,52.05,49.00,66.00,34.50,25.50,3.00 
9.40,49.00,46.60,52.05,49.00,66.00,35.00,26.00,3.00 
9.45,49.00,46.55,52.05,49.00,66.00,35.50,26.50,3.00 
9.50,49.00,46.50,52.05,49.00,66.00,36.00,27.00,3.00 
9.55,49.00,46.45,52.05,49.00,66.00,36.50,27.50,3.00 
9.60,49.00,46.40,52.05,49.00,66.00,37.00,28.00,3.00 
9.65,49.00,46.35,52.05,49.00,66.00,37.50,28.50,3.00 
9.70,49.00,46.30,52.05,49.00,66.00,38.00,29.00,3.00 
9.75,49.00,46.25,52.05,49.00,66.00,38.50,29.50,3.00 
9.80,49.00,46.20,52.05,49.00,66.00,39.00,30.00,3.00 
9.85,49.00,46.15,52.05,49.00,66.00,39.50,30.50,3.00 
9.90,49.00,46.10,52.05,49.00,66.00,40.00,31.00,3.00 
9.95,49.00,46.05,52.05,49.00,66.00,40.50,31.50,3.00 
10.00,49.00,46.00,52.05,49.00,66.00,41.00,32.00,3.00 
10.05,49.00,45.95,52.05,49.00,66.00,41.50,32.50,3.00 
10.10,49.00,45.90,52.00,49.00,66.00,42.00,33.00,3.00 
10.15,49.00,45.85,51.95,49.00,66.00,42.50,33.50,3.00 
10.20,49.00,45.80,51.90,49.00,66.00,43.00,34.00,3.00 
10.25,49.00,45.75,51.85,49.00,66.00,43.50,34.50,3.00 
10.30,49.00,45.70,51.80,49.00,66.00,44.00,35.00,3.00 
10.35,49.00,45.65,51.75,49.00,66.00,44.50,35.50,3.00 
10.40,49.00,45.60,51.70,49.00,66.00,45.00,36.00,3.00 
10.45,49.00,45.55,51.65,49.00,66.00,45.50,36.50,3.00 
10.50,49.00,45.50,51.60,49.00,66.00,46.00,37.00,3.00 
10.55,49.00,45.45,51.55,49.00,66.00,46.50,37.50,3.00 
10.60,49.00,45.40,51.50,49.00,66.00,47.00,38.00,3.00 
10.65,49.00,45.35,51.45,49.00,66.00,47.50,38.50,3.00 
10.70,49.00,45.30,51.40,49.00,66.00,48.00,39.00,3.00 
10.75,49.00,45.25,51.35,49.00,66.00,48.50,39.50,3.00 
10.80,49.00,45.20,51.30,49.00,66.00,49.00,40.00,3.00 
10.85,49.00,45.15,51.25,49.00,65.50,49.00,40.50,3.00 
10.90,49.00,45.10,51.20,49.00,65.00,49.00,41.00,3.00 
10.95,49.00,45.05,51.15,49.00,64.50,49.00,41.50,3.00 
11.00,49.00,45.00,51.10,49.00,64.00,49.00,42.00,3.00 
11.05,49.00,44.95,51.05,49.00,63.50,49.00,42.50,3.00 
11.10,49.00,44.90,51.00,49.00,63.00,49.00,43.00,3.00 
11.15,49.00,44.85,50.95,49.00,62.50,49.00,43.50,3.00 
11.20,49.00,44.80,50.90,49.00,62.00,49.00,44.00,3.00 
11.25,49.00,44.75,50.85,49.00,61.50,49.00,44.50,3.00 
11.30,49.00,44.70,50.80,49.00,61.00,49.00,45.00,3.00 
11.35,49.00,44.65,50.75,49.00,60.50,49.00,45.50,3.00 
11.40,49.00,44.60,50.70,49.00,60.00,49.00,46.00,3.00 
11.45,49.00,44.55,50.65,49.00,59.50,49.00,46.50,3.00 
11.50,49.00,44.50,50.60,49.00,59.00,49.00,47.00,3.00 
11.55,49.00,44.45,50.55,49.00,58.50,49.00,47.50,3.00 
11.60,49.00,44.40,50.50,49.00,58.00,49.00,48.00,3.00 
11.65,49.00,44.35,50.45,49.00,57.50,49.00,48.50,3.00 
11.70,49.00,44.30,50.40,49.00,57.00,49.00,49.00,3.00 
11.75,49.00,44.25,50.35,49.00,56.50,49.00,49.50,3.00 
11.80,49.00,44.20,50.30,49.00,56.00,49.00,50.00,3.00 
11.85,49.00,44.15,50.25,49.00,55.50,49.00,50.50,3.00 
11.90,49.00,44.10,50.20,49.00,55.00,49.00,51.00,3.00 
11.95,49.00,44.05,50.15,49.00,54.50,49.00,51.50,3.00 
12.00,49.00,44.00,50.10,49.00,54.00,49.00,52.00,3.00 
12.05,49.00,43.95,50.05,49.00,53.50,49.00,52.50,3.00 
12.10,49.00,43.90,50.00,49.00,53.00,49.00,53.00,3.00 
12.15,49.00,43.85,49.95,49.00,52.50,49.00,53.50,3.00 
12.20,49.00,43.80,49.90,49.00,52.00,49.00,54.00,3.00 
12.25,49.00,43.75,49.85,49.00,51.50,49.00,54.50,3.00 
12.30,49.00,43.70,49.80,49.00,51.00,49.00,55.00,3.00 
12.35,49.00,43.65,49.75,49.00,50.50,49.00,55.50,3.00 
12.40,49.00,43.60,49.70,49.00,50.00,49.00,56.00,3.00 
12.45,49.00,43.55,49.65,49.00,49.50,49.00,56.50,3.00 
12.50,49.00,43.50,49.60,49.00,49.00,49.00,57.00,3.00 
12.55,49.00,43.45,49.55,49.00,48.50,49.00,57.50,3.00 
12.60,49.00,43.40,49.50,49.00,48.00,49.00,58.00,3.00 
12.65,49.00,43.35,49.45,49.00,47.50,49.00,58.50,3.00 
12.70,49.00,43.30,49.40,49.00,47.00,49.00,59.00,3.00 
12.75,49.00,43.25,49.35,49.00,46.50,49.00,59.50,3.00 
12.80,49.00,43.20,49.30,49.00,46.00,49.00,60.00,3.00 
12.85,49.00,43.15,49.25,49.00,45.50,49.00,60.50,3.00 
12.90,49.00,43.10,49.20,49.00,45.00,49.00,61.00,3.00 
12.95,49.00,43.05,49.15,49.00,44.50,49.00,61.50,3.00 
13.00,49.00,43.00,49.10,49.00,44.00,49.00,62.00,3.00 
13.05,49.00,42.95,49.05,49.00,43.50,49.00,62.50,3.00 
13.10,49.00,42.90,49.00,49.00,43.00,49.00,63.00,3.00 
13.15,49.00,42.85,49.00,48.95,42.50,49.00,63.50,3.00 
13.20,49.00,42.80,49.00,48.90,42.00,49.00,64.00,3.00 
13.25,49.00,42.75,49.00,48.85,41.50,49.00,64.50,3.00 
13.30,49.00,42.70,49.00,48.80,41.00,49.00,65.00,3.00 
13.35,49.00,42.65,49.00,48.75,40.50,49.00,65.50,3.00 
13.40,49.00,42.60,49.00,48.70,40.00,49.00,66.00,3.00 
13.45,49.00,42.55,49.00,48.65,39.50,49.00,66.00,3.50 
13.50,49.00,42.50,49.00,48.60,39.00,49.00,66.00,4.00 
13.55,49.00,42.45,49.00,48.55,38.50,49.00,66.00,4.50 
13.60,49.00,42.40,49.00,48.50,38.00,49.00,66.00,5.00 
13.65,49.00,42.35,49.00,48.45,37.50,49.00,66.00,5.50 
13.70,49.00,42.30,49.00,48.40,37.00,49.00,66.00,6.00 
13.75,49.00,42.25,49.00,48.35,36.50,49.00,66.00,6.50 
13.80,49.00,42.20,49.00,48.30,36.00,49.00,66.00,7.00 
13.85,49.00,42.15,49.00,48.25,35.50,49.00,66.00,7.50 
13.90,49.00,42.10,49.00,48.20,35.00,49.00,66.00,8.00 
13.95,49.00,42.05,49.00,48.15,34.50,49.00,66.00,8.50 
14.00,49.00,42.00,49.00,48.10,34.00,49.00,66.00,9.00 
14.05,49.00,41.95,49.00,48.05,33.50,49.00,66.00,9.50 
14.10,49.00,41.90,49.00,48.00,33.00,49.00,66.00,10.00 
14.15,49.00,41.85,49.00,47.95,32.50,49.00,66.00,10.50 
14.20,49.00,41.80,49.00,47.90,32.00,49.00,66.00,11.00 
14.25,49.00,41.75,49.00,47.85,31.50,49.00,66.00,11.50 
14.30,49.00,41.70,49.00,47.80,31.00,49.00,66.00,12.00 
14.35,49.00,41.65,49.00,47.75,30.50,49.00,66.00,12.50 
14.40,49.00,41.60,49.00,47.70,30.00,49.00,66.00,13.00 
14.45,49.00,41.55,49.00,47.65,29.50,49.00,66.00,13.50 
14.50,49.00,41.50,49.00,47.60,29.00,49.00,66.00,14.00 
14.55,49.00,41.45,49.00,47.55,28.50,49.00,66.00,14.50 
14.60,49.00,41.40,49.00,47.50,28.00,49.00,66.00,15.00 
14.65,49.00,41.35,49.00,47.45,27.50,49.00,66.00,15.50 
14.70,49.00,41.30,49.00,47.40,27.00,49.00,66.00,16.00 
14.75,49.00,41.25,49.00,47.35,26.50,49.00,66.00,16.50 
14.80,49.00,41.20,49.00,47.30,26.00,49.00,66.00,17.00 
14.85,49.00,41.15,49.00,47.25,25.50,49.00,66.00,17.50 
14.90,49.00,41.10,49.00,47.20,25.00,49.00,66.00,18.00 
14.95,49.00,41.05,49.00,47.15,24.50,49.00,66.00,18.50 
15.00,49.00,41.00,49.00,47.10,24.00,49.00,66.00,19.00 
15.05,49.00,40.95,49.00,47.05,23.50,49.00,66.00,19.50 
15.10,49.00,40.90,49.00,47.00,23.00,49.00,66.00,20.00 
15.15,49.00,40.85,49.00,46.95,22.50,49.00,66.00,20.50 
15.20,49.00,40.80,49.00,46.90,22.00,49.00,66.00,21.00 
15.25,49.00,40.75,49.00,46.85,21.50,49.00,66.00,21.50 
15.30,49.00,40.70,49.00,46.80,21.00,49.00,66.00,22.00 
15.35,49.00,40.65,49.00,46.75,20.50,49.00,66.00,22.50 
15.40,49.00,40.60,49.00,46.70,20.00,49.00,66.00,23.00 
15.45,49.00,40.55,49.00,46.65,19.50,49.00,66.00,23.50 
15.50,49.00,40.50,49.00,46.60,19.00,49.00,66.00,24.00 
15.55,49.00,40.45,49.00,46.55,18.50,49.00,65.50,24.00 
15.60,49.00,40.40,49.00,46.50,18.00,49.00,65.00,24.00 
15.65,49.00,40.35,49.00,46.45,17.50,49.00,64.50,24.00 
15.70,49.00,40.30,49.00,46.40,17.00,49.00,64.00,24.00 
15.75,49.00,40.25,49.00,46.35,16.50,49.00,63.50,24.00 
15.80,49.00,40.20,49.00,46.30,16.00,49.00,63.00,24.00 
15.85,49.00,40.15,49.00,46.25,15.50,49.00,62.50,24.00 
15.90,49.00,40.10,49.00,46.20,15.00,49.00,62.00,24.00 
15.95,49.00,40.05,49.00,46.15,14.50,49.00,61.50,24.00 
16.00,49.00,40.00,49.00,46.10,14.00,49.00,61.00,24.00 
16.05,49.00,39.95,49.00,46.05,13.50,49.00,60.50,24.00 
16.10,49.00,39.90,49.00,46.00,13.00,49.00,60.00,24.00 
16.15,49.00,39.85,49.00,45.95,12.50,49.00,59.50,24.00 
16.20,49.00,39.80,49.00,45.90,12.00,49.00,59.00,24.00 
16.25,49.00,39.75,49.00,45.85,11.50,49.00,58.50,24.00 
16.30,49.00,39.70,49.00,45.80,11.00,49.00,58.00,24.00 
16.35,49.00,39.65,49.00,45.75,10.50,49.00,57.50,24.00 
16.40,49.00,39.60,49.00,45.70,10.00,49.00,57.00,24.00 
16.45,49.00,39.55,49.00,45.65,9.50,49.00,56.50,24.00 
16.50,49.00,39.50,49.00,45.60,9.00,49.00,56.00,24.00 
16.55,49.00,39.45,49.00,45.55,8.50,49.00,55.50,24.00 
16.60,49.00,39.40,49.00,45.50,8.00,49.00,55.00,24.00 
16.65,49.00,39.35,49.00,45.45,7.50,49.00,54.50,24.00 
16.70,49.00,39.30,49.00,45.40,7.00,49.00,54.00,24.00 
16.75,49.00,39.25,49.00,45.35,6.50,49.00,53.50,24.00 
16.80,49.00,39.20,49.00,45.30,6.00,49.00,53.00,24.00 
16.85,49.00,39.15,49.00,45.25,5.50,49.00,52.50,24.00 
16.90,49.00,39.10,49.00,45.20,5.00,49.00,52.00,24.00 
16.95,49.00,39.05,49.00,45.15,4.50,49.00,51.50,24.00 
17.00,49.00,39.00,49.00,45.10,4.00,49.00,51.00,24.00 
17.05,49.00,38.95,49.00,45.05,4.00,48.50,50.50,24.00 
17.10,49.00,38.90,49.00,45.00,4.00,48.00,50.00,24.00 
17.15,49.00,38.85,49.00,44.95,4.00,47.50,49.50,24.00 
17.20,49.00,38.80,49.00,44.90,4.00,47.00,49.00,24.00 
17.25,49.00,38.75,49.00,44.85,4.00,46.50,48.50,24.00 
17.30,49.00,38.70,49.00,44.80,4.00,46.00,48.00,24.00 
17.35,49.00,38.65,49.00,44.75,4.00,45.50,47.50,24.00 
17.40,49.00,38.60,49.00,44.70,4.00,45.00,47.00,24.00 
17.45,49.00,38.55,49.00,44.65,4.00,44.50,46.50,24.00 
17.50,49.00,38.50,49.00,44.60,4.00,44.00,46.00,24.00 
17.55,49.00,38.45,49.00,44.55,4.00,43.50,45.50,24.00 
17.60,49.00,38.40,49.00,44.50,4.00,43.00,45.00,24.00 
17.65,49.00,38.35,49.00,44.45,4.00,42.50,44.50,24.00 
17.70,49.00,38.30,49.00,44.40,4.00,42.00,44.00,24.00 
17.75,49.00,38.25,49.00,44.35,4.00,41.50,43.50,24.00 
17.80,49.00,38.20,49.00,44.30,4.00,41.00,43.00,24.00 
17.85,49.00,38.15,49.00,44.25,4.00,40.50,42.50,24.00 
17.90,49.00,38.10,49.00,44.20,4.00,40.00,42.00,24.00 
17.95,49.00,38.05,49.00,44.15,4.00,39.50,41.50,24.00 
18.00,49.00,38.00,49.00,44.10,4.00,39.00,41.00,24.00 
18.05,49.00,37.95,49.00,44.05,4.00,38.50,40.50,24.00 
18.10,49.00,37.90,49.00,44.00,4.00,38.00,40.00,24.00 
18.15,49.00,37.85,49.00,43.95,4.00,37.50,39.50,24.00 
18.20,49.00,37.80,49.00,43.90,4.00,37.00,39.00,24.00 
18.25,49.00,37.75,49.00,43.85,4.00,36.50,38.50,24.00 
18.30,49.00,37.70,49.00,43.80,4.00,36.00,38.00,24.00 
18.35,49.00,37.65,49.00,43.75,4.00,35.50,37.50,24.00 
18.40,49.00,37.60,49.00,43.70,4.00,35.00,37.00,24.00 
18.45,49.00,37.55,49.00,43.65,4.00,34.50,36.50,24.00 
18.50,49.00,37.50,49.00,43.60,4.00,34.00,36.00,24.00 
18.55,49.00,37.45,49.00,43.55,4.00,33.50,35.50,24.00 
18.60,49.00,37.40,49.00,43.50,4.00,33.00,35.00,24.00 
18.65,49.00,37.35,49.00,43.45,4.00,32.50,34.50,24.00 
18.70,49.00,37.30,49.00,43.40,4.00,32.00,34.00,24.00 
18.75,49.00,37.25,49.00,43.35,4.00,31.50,33.50,24.00 
18.80,49.00,37.20,49.00,43.30,4.00,31.00,33.00,24.00 
18.85,49.00,37.15,49.00,43.25,4.00,30.50,32.50,24.00 
